timestamp_utc,name,url,expected_status,actual_status,latency_ms,is_up,error
2026-04-28T07:27:11.768149+00:00,Google,https://google.com,200,200,147,1,
2026-04-28T07:27:12.106371+00:00,Github,http://github.com/,200,200,338,1,
2026-04-28T09:40:26.259057+00:00,Google,https://google.com,200,200,147,1,
2026-04-28T09:40:26.537896+00:00,Github,http://github.com/,200,200,278,1,
2026-04-28T11:26:06.828027+00:00,Google,https://google.com,200,200,228,1,
2026-04-28T11:26:07.360427+00:00,Github,http://github.com/,200,200,532,1,
2026-04-28T13:09:21.853703+00:00,Google,https://google.com,200,200,248,1,
2026-04-28T13:09:22.045982+00:00,Github,http://github.com/,200,502,192,0,HTTPError: HTTP Error 502: Bad Gateway or Proxy Error
2026-04-28T15:35:52.514900+00:00,Google,https://google.com,200,200,160,1,
2026-04-28T15:35:53.231064+00:00,Github,http://github.com/,200,200,716,1,
2026-04-28T17:18:39.325301+00:00,Google,https://google.com,200,200,279,1,
2026-04-28T17:18:39.576214+00:00,Github,http://github.com/,200,200,250,1,
2026-04-28T19:00:04.890251+00:00,Google,https://google.com,200,200,160,1,
2026-04-28T19:00:05.111375+00:00,Github,http://github.com/,200,200,221,1,
2026-04-28T20:20:50.565473+00:00,Google,https://google.com,200,200,185,1,
2026-04-28T20:20:50.617755+00:00,Github,http://github.com/,200,200,52,1,
2026-04-28T21:35:23.198753+00:00,Google,https://google.com,200,200,118,1,
2026-04-28T21:35:23.256918+00:00,Github,http://github.com/,200,200,58,1,
2026-04-28T22:37:26.788031+00:00,Google,https://google.com,200,200,162,1,
2026-04-28T22:37:26.892134+00:00,Github,http://github.com/,200,200,104,1,
2026-04-28T23:35:33.172523+00:00,Google,https://google.com,200,200,172,1,
2026-04-28T23:35:33.826426+00:00,Github,http://github.com/,200,200,653,1,
2026-04-29T01:22:36.232191+00:00,Google,https://google.com,200,200,166,1,
2026-04-29T01:22:36.972705+00:00,Github,http://github.com/,200,200,740,1,
2026-04-29T04:46:07.434938+00:00,Google,https://google.com,200,200,174,1,
2026-04-29T04:46:08.040758+00:00,Github,http://github.com/,200,200,605,1,
2026-04-29T07:16:19.927814+00:00,Google,https://google.com,200,200,158,1,
2026-04-29T07:16:20.022826+00:00,Github,http://github.com/,200,200,94,1,
2026-04-29T09:31:06.613190+00:00,Google,https://google.com,200,200,145,1,
2026-04-29T09:31:06.709087+00:00,Github,http://github.com/,200,200,95,1,
2026-04-29T11:17:39.187724+00:00,Google,https://google.com,200,200,278,1,
2026-04-29T11:17:39.286766+00:00,Github,http://github.com/,200,200,98,1,
2026-04-29T13:03:11.940539+00:00,Google,https://google.com,200,200,286,1,
2026-04-29T13:03:12.194614+00:00,Github,http://github.com/,200,200,254,1,
2026-04-29T15:25:38.538469+00:00,Google,https://google.com,200,200,214,1,
2026-04-29T15:25:39.308672+00:00,Github,http://github.com/,200,200,770,1,
2026-04-29T16:58:28.760085+00:00,Google,https://google.com,200,200,219,1,
2026-04-29T16:58:29.332320+00:00,Github,http://github.com/,200,200,572,1,
2026-04-29T18:11:36.946671+00:00,Google,https://google.com,200,200,167,1,
2026-04-29T18:11:37.046189+00:00,Github,http://github.com/,200,200,99,1,
2026-04-29T19:53:21.737305+00:00,Google,https://google.com,200,200,222,1,
2026-04-29T19:53:22.348786+00:00,Github,http://github.com/,200,200,611,1,
2026-04-29T20:54:07.918528+00:00,Google,https://google.com,200,200,318,1,
2026-04-29T20:54:08.258288+00:00,Github,http://github.com/,200,200,339,1,
2026-04-29T21:53:19.423842+00:00,Google,https://google.com,200,200,186,1,
2026-04-29T21:53:19.528222+00:00,Github,http://github.com/,200,200,104,1,
2026-04-29T22:48:02.465808+00:00,Google,https://google.com,200,200,201,1,
2026-04-29T22:48:02.521229+00:00,Github,http://github.com/,200,200,55,1,
2026-04-29T23:44:56.864993+00:00,Google,https://google.com,200,200,128,1,
2026-04-29T23:44:56.923882+00:00,Github,http://github.com/,200,200,58,1,
2026-04-30T01:23:59.116393+00:00,Google,https://google.com,200,200,246,1,
2026-04-30T01:23:59.646288+00:00,Github,http://github.com/,200,200,529,1,
2026-04-30T04:50:11.633468+00:00,Google,https://google.com,200,200,267,1,
2026-04-30T04:50:12.259529+00:00,Github,http://github.com/,200,200,626,1,
2026-04-30T07:24:09.376201+00:00,Google,https://google.com,200,200,233,1,
2026-04-30T07:24:09.740705+00:00,Github,http://github.com/,200,200,364,1,
2026-04-30T09:33:02.867469+00:00,Google,https://google.com,200,200,267,1,
2026-04-30T09:33:02.916119+00:00,Github,http://github.com/,200,200,48,1,
2026-04-30T11:18:11.368829+00:00,Google,https://google.com,200,200,155,1,
2026-04-30T11:18:12.094881+00:00,Github,http://github.com/,200,200,726,1,
2026-04-30T13:02:30.373337+00:00,Google,https://google.com,200,200,194,1,
2026-04-30T13:02:33.419356+00:00,Github,http://github.com/,200,200,3045,1,
2026-04-30T15:21:56.912242+00:00,Google,https://google.com,200,200,195,1,
2026-04-30T15:21:57.202749+00:00,Github,http://github.com/,200,200,290,1,
2026-04-30T16:54:12.999009+00:00,Google,https://google.com,200,200,167,1,
2026-04-30T16:54:13.265758+00:00,Github,http://github.com/,200,200,266,1,
2026-04-30T18:05:39.846407+00:00,Google,https://google.com,200,200,163,1,
2026-04-30T18:05:39.914351+00:00,Github,http://github.com/,200,200,67,1,
2026-04-30T19:47:56.358939+00:00,Google,https://google.com,200,200,236,1,
2026-04-30T19:47:56.619416+00:00,Github,http://github.com/,200,200,260,1,
2026-04-30T20:51:41.165411+00:00,Google,https://google.com,200,200,252,1,
2026-04-30T20:51:41.785335+00:00,Github,http://github.com/,200,200,619,1,
2026-04-30T21:49:52.537115+00:00,Google,https://google.com,200,200,183,1,
2026-04-30T21:49:52.591297+00:00,Github,http://github.com/,200,200,54,1,
2026-04-30T22:42:52.582670+00:00,Google,https://google.com,200,200,210,1,
2026-04-30T22:42:52.805784+00:00,Github,http://github.com/,200,200,223,1,
2026-04-30T23:36:21.230696+00:00,Google,https://google.com,200,200,153,1,
2026-04-30T23:36:21.479655+00:00,Github,http://github.com/,200,200,248,1,
2026-05-01T01:26:42.795893+00:00,Google,https://google.com,200,200,200,1,
2026-05-01T01:26:43.041989+00:00,Github,http://github.com/,200,200,246,1,
2026-05-01T05:04:48.329866+00:00,Google,https://google.com,200,200,166,1,
2026-05-01T05:04:48.384824+00:00,Github,http://github.com/,200,200,54,1,
2026-05-01T07:35:52.077328+00:00,Google,https://google.com,200,200,210,1,
2026-05-01T07:35:52.380798+00:00,Github,http://github.com/,200,200,303,1,
2026-05-01T09:20:22.877427+00:00,Google,https://google.com,200,200,143,1,
2026-05-01T09:20:22.975592+00:00,Github,http://github.com/,200,200,98,1,
2026-05-01T10:50:49.537378+00:00,Google,https://google.com,200,200,152,1,
2026-05-01T10:50:49.801079+00:00,Github,http://github.com/,200,200,263,1,
2026-05-01T11:51:55.216077+00:00,Google,https://google.com,200,200,256,1,
2026-05-01T11:51:55.516367+00:00,Github,http://github.com/,200,200,300,1,
2026-05-01T12:58:13.994983+00:00,Google,https://google.com,200,200,156,1,
2026-05-01T12:58:14.263771+00:00,Github,http://github.com/,200,200,268,1,
